,doc_id,item,category,amount,price,discount
52,14usIv92HL,Comet чистящее средство,Бытовая химия,5,170,0
53,14usIv92HL,AOS моющее средство,Бытовая химия,2,130,0
54,14GLgtqyke,Comet чистящее средство,Бытовая химия,4,170,0
55,14GLgtqyke,Пододеяльник 1.5,Текстиль,3,1700,0
56,14VyR4d3r3,Набор блюдец,Посуда,2,470,0
57,14XLOa6Zcf,Ручка синяя,Канцтовары,5,50,5
58,14uR17mOMd,Крот средство от засоров,Бытовая химия,5,120,0
59,142Xq8C6JB,Бокорезы,Инструменты,1,300,7
60,142Xq8C6JB,Отвертка - мал,Инструменты,3,80,0
61,143XX90Ahu,Ручка зеленая,Канцтовары,3,50,0
62,14fEEcsbIa,Пододеяльник 1,Текстиль,2,1500,0
63,14fEEcsbIa,Ручка зеленая,Канцтовары,4,50,0
64,14JTvUdOmu,Тарелка бол,Посуда,3,220,0
65,14JTvUdOmu,Набор блюдец,Посуда,4,470,0
66,14Oh1EHuI8,Малярный скотч,Канцтовары,3,60,0
67,14Oh1EHuI8,Канцелярский нож,Канцтовары,5,80,0
68,14gTYPtiJk,Пододеяльник 1,Текстиль,1,1500,0
69,14b0xDtgHM,Пододеяльник 2,Текстиль,4,2200,11
70,14b0xDtgHM,Полотенце бол,Текстиль,2,1100,0
71,14xsQtPOFk,Набор блюдец,Посуда,3,470,11
72,14yGuvBYJU,Простынь 1,Текстиль,1,1200,11
73,14yGuvBYJU,Полотенце мал,Текстиль,5,500,0
74,14ndCObPwb,Простынь 1.5,Текстиль,4,1500,0
75,14ndCObPwb,Тарелка мал,Посуда,1,150,7
76,14rwiunghP,AOS моющее средство,Бытовая химия,2,130,0
77,14rwiunghP,Тарелка бол,Посуда,2,220,0
78,14yh5T1E8V,Бумага 100 листов,Канцтовары,4,600,0
79,14yh5T1E8V,Тарелка мал,Посуда,5,150,0
80,14jRyPAhw4,Отвертка + бол,Инструменты,5,130,9
81,14rTestVyD,Пододеяльник 2,Текстиль,3,2200,0
82,14rTestVyD,AOS моющее средство,Бытовая химия,1,130,0
83,14fVx4SLdH,Наволочка прямоугольная,Текстиль,4,650,0
84,14fVx4SLdH,Пододеяльник 2,Текстиль,4,2200,0
85,14ID5gPS9s,Простынь 1.5,Текстиль,5,1500,0
86,14MXdAXXfU,Простынь 1,Текстиль,2,1200,11
87,14MXdAXXfU,Наволочка прямоугольная,Текстиль,1,650,0
88,149uzQLjqS,Полотенце мал,Текстиль,4,500,4
89,14CgeDhsLI,Крот средство от засоров,Бытовая химия,4,120,4
90,14CgeDhsLI,Отвертка - бол,Инструменты,4,130,0
91,14dpwu5mOn,Comet чистящее средство,Бытовая химия,3,170,8
92,14dpwu5mOn,Ручка синяя,Канцтовары,1,50,4
93,14KlBTDeeB,Тарелка бол,Посуда,3,220,0
94,14vPRwpGwj,Ручка красная,Канцтовары,2,50,8
95,14vPRwpGwj,Малярный скотч,Канцтовары,3,60,0
96,14sR8nOhlh,AOS моющее средство,Бытовая химия,2,130,7
97,14sR8nOhlh,Отвертка + мал,Инструменты,1,80,0
98,148EdGlMPj,Пододеяльник 2,Текстиль,5,2200,13
99,148EdGlMPj,Простынь 2,Текстиль,4,2100,0
100,14lse9mSJZ,Ручка зеленая,Канцтовары,1,50,15
101,14lse9mSJZ,Бокорезы,Инструменты,2,300,0
102,14CwDNlUFe,Плоскогубцы,Инструменты,5,320,0
103,14CwDNlUFe,Наволочка прямоугольная,Текстиль,2,650,9
104,14eYAl5IbM,Наволочка квадратная,Текстиль,2,600,4
105,14ctUm5yWU,Пододеяльник 2,Текстиль,3,2200,0
106,14ctUm5yWU,Отвертка - мал,Инструменты,4,80,0
107,14oZikybM9,Ручка зеленая,Канцтовары,1,50,0
108,14npGhScqH,Набор кастрюль,Посуда,5,3500,0
109,14npGhScqH,Простынь 1,Текстиль,1,1200,0
110,14LlfLACuY,Отвертка - бол,Инструменты,1,130,0
111,1444ge4cbo,Малярный скотч,Канцтовары,4,60,0
112,14UlnqqgbI,Бокорезы,Инструменты,1,300,7
113,14UlnqqgbI,Наволочка прямоугольная,Текстиль,4,650,0
114,14v90xH80F,AOS моющее средство,Бытовая химия,1,130,0
115,14v90xH80F,Ручка красная,Канцтовары,2,50,0
116,14S7NTg9uz,Fairy моющее средство,Бытовая химия,3,150,0
117,14M5CBDFja,Отвертка + мал,Инструменты,5,80,0
118,14M5CBDFja,Пододеяльник 1.5,Текстиль,3,1700,9
119,14x3TjHN7S,Стакан синий,Посуда,4,220,0
120,14x3TjHN7S,Отвертка - мал,Инструменты,3,80,14
121,14OTwWIUU7,Comet чистящее средство,Бытовая химия,4,170,6
122,14uS8Fskky,Тарелка бол,Посуда,2,220,6
123,14FiKKSdd4,Отвертка + бол,Инструменты,1,130,0
124,14FiKKSdd4,Ручка синяя,Канцтовары,1,50,0
125,14T2TXCBHd,Малярный скотч,Канцтовары,2,60,0
126,14T2TXCBHd,Отвертка + бол,Инструменты,1,130,5
127,142EeEwO04,Канцелярский нож,Канцтовары,3,80,4
128,142EeEwO04,Плоскогубцы,Инструменты,3,320,9
129,14AhNjPQyO,Пододеяльник 1,Текстиль,4,1500,9
130,14AhNjPQyO,Fairy моющее средство,Бытовая химия,5,150,10
131,14VZ2Uzmms,Пододеяльник 1,Текстиль,2,1500,0
132,14VZ2Uzmms,Стакан черный,Посуда,2,220,6
133,14fj8kEVJO,Fairy моющее средство,Бытовая химия,1,150,0
134,14fj8kEVJO,Полотенце мал,Текстиль,4,500,0
135,140omx4MKw,Тарелка бол,Посуда,4,220,4
136,140omx4MKw,Наволочка квадратная,Текстиль,3,600,0
137,14jpmFxFq2,Пододеяльник 2,Текстиль,3,2200,0
138,149PdBVRgR,Плоскогубцы,Инструменты,3,320,0
139,14zZlhLbOc,Пододеяльник 2,Текстиль,5,2200,0
140,14zBKuxtKc,Стакан синий,Посуда,4,220,0
141,14zBKuxtKc,Отвертка - мал,Инструменты,2,80,6
142,140K4onOVI,Крот средство от засоров,Бытовая химия,2,120,0
143,140K4onOVI,Пододеяльник 1.5,Текстиль,4,1700,7
144,141G1hyJ3C,Полотенце бол,Текстиль,1,1100,0
145,14EHz2tCKs,Ручка синяя,Канцтовары,3,50,0
146,14EHz2tCKs,Отвертка - мал,Инструменты,2,80,0
147,14F0WY3Yb9,Отвертка + мал,Инструменты,1,80,10
148,14F0WY3Yb9,Простынь 1.5,Текстиль,2,1500,0
149,148hefXDg6,Fairy моющее средство,Бытовая химия,3,150,0
150,14zU0jcpWq,AOS моющее средство,Бытовая химия,2,130,0
151,14xBQTJ6dX,Fairy моющее средство,Бытовая химия,5,150,0
152,14JXpX00ov,Comet чистящее средство,Бытовая химия,5,170,0
153,14x0clw7EB,Fairy моющее средство,Бытовая химия,4,150,0
154,14x0clw7EB,Пододеяльник 1.5,Текстиль,2,1700,0
155,14raBxA5yF,Набор кастрюль,Посуда,4,3500,0
156,14WlAB96FD,Полотенце бол,Текстиль,2,1100,0
157,14WlAB96FD,Наволочка квадратная,Текстиль,2,600,0
158,14CyWUNP4q,Ручка синяя,Канцтовары,2,50,11
159,14CyWUNP4q,Простынь 2,Текстиль,1,2100,0
160,14tMLf1W7Q,Наволочка квадратная,Текстиль,1,600,0
161,14fRrlTdwi,AOS моющее средство,Бытовая химия,3,130,8
162,14fRrlTdwi,Плоскогубцы,Инструменты,1,320,0
163,14kGzojKAG,Простынь 1.5,Текстиль,2,1500,0
164,14kGzojKAG,Пододеяльник 1.5,Текстиль,4,1700,0
165,14XgZ3xWh8,Простынь 1.5,Текстиль,5,1500,13
166,14LFxKfLne,Fairy моющее средство,Бытовая химия,5,150,0
167,14su8niUf9,Отвертка + бол,Инструменты,4,130,2
168,14Ta3OdhwP,Стакан черный,Посуда,1,220,0
169,14vwM2CgQe,Отвертка - мал,Инструменты,5,80,10
170,14vwM2CgQe,Пододеяльник 2,Текстиль,5,2200,0
171,14ttJxwDGl,Набор блюдец,Посуда,5,470,0
172,14x0cG84t7,Бокорезы,Инструменты,2,300,0
173,14NQZj7FPl,Простынь 1,Текстиль,3,1200,0
174,14NQZj7FPl,Стакан синий,Посуда,2,220,6
175,14lnf0lsWx,Comet чистящее средство,Бытовая химия,3,170,0
176,14cQrogdGH,Пододеяльник 1.5,Текстиль,3,1700,14
177,14OsglE4U8,Comet чистящее средство,Бытовая химия,3,170,9
178,14eBIdCdrd,Полотенце бол,Текстиль,3,1100,7
179,14aaY1jWtj,Тарелка бол,Посуда,1,220,13
180,14aaY1jWtj,Малярный скотч,Канцтовары,4,60,0
181,14v7SW7dc7,Бокорезы,Инструменты,2,300,0
182,14GeZadNTW,Отвертка + бол,Инструменты,5,130,0
183,14GeZadNTW,Простынь 1,Текстиль,5,1200,0
184,14Yy58MFAg,Пододеяльник 1.5,Текстиль,1,1700,0
185,14y75ngXHz,Простынь 2,Текстиль,4,2100,0
186,147VLNvfBc,Плоскогубцы,Инструменты,2,320,0
187,14Ws4swqbz,Ручка красная,Канцтовары,2,50,0
188,14Ws4swqbz,Пододеяльник 1.5,Текстиль,1,1700,0
189,14vtuqZsit,Отвертка + бол,Инструменты,3,130,1
190,14vtuqZsit,Полотенце бол,Текстиль,1,1100,0
191,141VYYr8FK,Набор блюдец,Посуда,2,470,11
192,14PoUjzjaB,Простынь 1.5,Текстиль,2,1500,2
193,14TeaBGaQR,Малярный скотч,Канцтовары,2,60,0
194,14TeaBGaQR,Набор блюдец,Посуда,3,470,9
195,1484FuyYr3,Стакан черный,Посуда,5,220,14
196,147g0EKgix,Отвертка - мал,Инструменты,3,80,9
197,14k5R5gFF2,Тарелка мал,Посуда,5,150,4
198,14k5R5gFF2,Отвертка + бол,Инструменты,3,130,12
199,14rFSBc4rQ,Крот средство от засоров,Бытовая химия,5,120,0
200,14XAfUyuji,Простынь 2,Текстиль,4,2100,0
201,14XAfUyuji,Полотенце мал,Текстиль,3,500,8
202,141ESbn4h9,Отвертка - бол,Инструменты,2,130,13
203,141ESbn4h9,Крот средство от засоров,Бытовая химия,2,120,7
204,14WFmnheZe,Тарелка бол,Посуда,3,220,10
205,14S2i2Ycda,Набор кастрюль,Посуда,2,3500,0
206,14nxOJyMo9,Набор блюдец,Посуда,2,470,0
207,14nxOJyMo9,Отвертка + мал,Инструменты,5,80,0
208,14fBjTyZgZ,Отвертка - бол,Инструменты,4,130,0
209,14fBjTyZgZ,AOS моющее средство,Бытовая химия,5,130,14
210,14OzIlqtLT,Бокорезы,Инструменты,2,300,2
211,14ELiUq8pM,Набор блюдец,Посуда,2,470,0
212,14rDxX6Coj,Простынь 1,Текстиль,3,1200,8
213,14rDxX6Coj,Крот средство от засоров,Бытовая химия,5,120,0
214,148XjAKJXl,Полотенце бол,Текстиль,5,1100,0
215,148XjAKJXl,Простынь 2,Текстиль,2,2100,4
216,14s6jCZaz7,Пододеяльник 2,Текстиль,5,2200,0
217,14s6jCZaz7,Полотенце мал,Текстиль,4,500,10
218,141836Lo3a,Набор кастрюль,Посуда,3,3500,7
219,14OXtt0H5d,Стакан синий,Посуда,3,220,0
220,14yPfxZX1i,Отвертка + мал,Инструменты,1,80,2
221,14yPfxZX1i,Набор кастрюль,Посуда,5,3500,13
222,1414EthgR6,Набор блюдец,Посуда,5,470,0
223,14UoUJAQj6,Отвертка - мал,Инструменты,4,80,12
224,14nAudJLLE,Пододеяльник 1,Текстиль,1,1500,6
225,14TNYioBa0,Набор кастрюль,Посуда,3,3500,13
226,14iNTRS8E8,Отвертка - мал,Инструменты,4,80,7
227,14iNTRS8E8,Простынь 1,Текстиль,3,1200,8
228,14QmewJXkT,Отвертка - бол,Инструменты,3,130,6
229,14QmewJXkT,Набор блюдец,Посуда,4,470,0
230,14MjCMQSR8,Канцелярский нож,Канцтовары,1,80,0
231,14ePiaPqGK,Пододеяльник 1.5,Текстиль,5,1700,0
232,14nxu2MbAZ,Пододеяльник 1,Текстиль,1,1500,0
233,14nxu2MbAZ,Ручка синяя,Канцтовары,5,50,13
234,14eRLXxvaG,Бумага 100 листов,Канцтовары,3,600,0
235,14HV0fexbq,Крот средство от засоров,Бытовая химия,2,120,11
236,14FFLjqztm,Полотенце бол,Текстиль,5,1100,0
237,14uuyjC5d2,Отвертка + бол,Инструменты,1,130,10
238,14uuyjC5d2,Отвертка - мал,Инструменты,2,80,0
239,14Be8cnkIP,Наволочка квадратная,Текстиль,3,600,3
240,14Be8cnkIP,Отвертка - мал,Инструменты,4,80,0
241,14hSW4X2bJ,Тарелка бол,Посуда,2,220,0
242,14WEoPj7Sl,Бокорезы,Инструменты,5,300,6
243,14WEoPj7Sl,Ручка синяя,Канцтовары,5,50,0
244,14QD7sRC6M,Comet чистящее средство,Бытовая химия,1,170,0
245,14QD7sRC6M,Канцелярский нож,Канцтовары,4,80,0
246,14MNAKFeGi,Отвертка - бол,Инструменты,2,130,5
247,14yfDtbNKX,Канцелярский нож,Канцтовары,2,80,0
248,14yfDtbNKX,Крот средство от засоров,Бытовая химия,3,120,9
249,14iDXCMoGx,Отвертка - бол,Инструменты,2,130,0
250,14iDXCMoGx,Отвертка + мал,Инструменты,1,80,3
251,14TTWS1PnT,Плоскогубцы,Инструменты,4,320,0
252,14TTWS1PnT,Простынь 1.5,Текстиль,4,1500,0
253,14v3hBFhYE,Набор блюдец,Посуда,3,470,0
254,14SSWSr5en,Отвертка - бол,Инструменты,2,130,0
255,14SSWSr5en,Comet чистящее средство,Бытовая химия,2,170,0
256,14BQXUIJ0C,Крот средство от засоров,Бытовая химия,3,120,9
257,14K4g1Vfrr,Наволочка прямоугольная,Текстиль,2,650,0
258,14PRA7MAEF,Плоскогубцы,Инструменты,2,320,0
259,14PRA7MAEF,Тарелка мал,Посуда,2,150,0
260,14CA6ZJy4u,Тарелка бол,Посуда,1,220,0
261,14fBYxXLm2,Набор блюдец,Посуда,5,470,0
262,14fBYxXLm2,Тарелка мал,Посуда,5,150,0
263,14pIO5RerD,Набор кастрюль,Посуда,4,3500,0
264,14pIO5RerD,Ручка красная,Канцтовары,3,50,0
265,14RqK1lRCr,Наволочка квадратная,Текстиль,4,600,0
266,14RqK1lRCr,Отвертка - мал,Инструменты,5,80,4
267,14NP75Uyxm,Простынь 1,Текстиль,4,1200,14
268,14NP75Uyxm,Отвертка + бол,Инструменты,3,130,0
269,14V35ZXONu,Набор блюдец,Посуда,1,470,0
270,14V35ZXONu,Ручка красная,Канцтовары,4,50,1
271,14bkcveguW,Пододеяльник 2,Текстиль,3,2200,0
272,14Bn0ljaBk,AOS моющее средство,Бытовая химия,2,130,0
273,14Bn0ljaBk,Пододеяльник 2,Текстиль,3,2200,0
274,14unu55KAA,Простынь 1,Текстиль,3,1200,0
275,14unu55KAA,Пододеяльник 1.5,Текстиль,5,1700,0
276,14o9ao8t4Y,Полотенце мал,Текстиль,5,500,0
277,14FF0jtzED,Плоскогубцы,Инструменты,5,320,0
278,14FF0jtzED,Крот средство от засоров,Бытовая химия,5,120,2
279,14LNSfCpsH,Малярный скотч,Канцтовары,5,60,0
280,14hXr3lF50,Простынь 1,Текстиль,4,1200,10
281,14pFnbmoIx,Comet чистящее средство,Бытовая химия,4,170,0
282,14pFnbmoIx,Набор кастрюль,Посуда,3,3500,0
283,14goNQtixe,Простынь 1.5,Текстиль,2,1500,4
284,14goNQtixe,Наволочка прямоугольная,Текстиль,3,650,0
285,14gzXbfJBZ,Отвертка - бол,Инструменты,3,130,15
286,14az8SyaH8,Ручка синяя,Канцтовары,3,50,0
287,1433881Srv,Канцелярский нож,Канцтовары,5,80,4
288,1433881Srv,Стакан синий,Посуда,4,220,0
289,14hPag3tpI,Стакан черный,Посуда,3,220,0
290,14hPag3tpI,Плоскогубцы,Инструменты,3,320,8
291,148yJCUsLM,Ручка синяя,Канцтовары,1,50,0
292,14qQ1JFZvA,Стакан черный,Посуда,1,220,0
293,14d7fQXWEy,Отвертка + мал,Инструменты,4,80,12
294,14bvcdLAff,Пододеяльник 1,Текстиль,3,1500,7
295,143UFPSCQ9,Тарелка бол,Посуда,2,220,0
296,14yCZvXdjV,Наволочка прямоугольная,Текстиль,1,650,0
297,14yCZvXdjV,Набор блюдец,Посуда,2,470,0
298,14Mqiq8Bai,Ручка красная,Канцтовары,3,50,0
299,14fCArImD9,Набор кастрюль,Посуда,5,3500,2
300,14a7h9s2BB,Пододеяльник 1.5,Текстиль,3,1700,0
301,14a7h9s2BB,Comet чистящее средство,Бытовая химия,4,170,0
302,14nQT9JW7v,Набор блюдец,Посуда,3,470,0
303,14xNnwk1JM,Наволочка прямоугольная,Текстиль,5,650,13
304,141bUsZr2h,Плоскогубцы,Инструменты,3,320,0
305,14mL3DaJe0,AOS моющее средство,Бытовая химия,1,130,15
306,14h78PQ8Y8,Полотенце бол,Текстиль,1,1100,1
307,14ZrgQ68kL,Пододеяльник 1,Текстиль,1,1500,5
308,14TK6piZmp,Бумага 100 листов,Канцтовары,1,600,0
309,14J8AUrWMr,Пододеяльник 1,Текстиль,1,1500,0
310,14J8AUrWMr,Тарелка мал,Посуда,3,150,0
311,14Sp02u4LZ,Ручка красная,Канцтовары,5,50,15
312,1411Yf8vB5,Набор блюдец,Посуда,5,470,0
313,1411Yf8vB5,Полотенце мал,Текстиль,5,500,0
314,14yeewNkoK,Набор кастрюль,Посуда,2,3500,3
315,14hzjwxQcv,Ручка синяя,Канцтовары,1,50,9
316,14hzjwxQcv,Простынь 1,Текстиль,5,1200,0
317,14O4CySU4T,Полотенце бол,Текстиль,5,1100,0
318,14O4CySU4T,Плоскогубцы,Инструменты,4,320,5
319,14XhjsuNq8,Стакан синий,Посуда,2,220,0
320,14XhjsuNq8,Стакан черный,Посуда,1,220,0
321,14qkcSaANi,Fairy моющее средство,Бытовая химия,1,150,0
322,14JZhYo5Dx,Ручка красная,Канцтовары,3,50,0
323,14JZhYo5Dx,Пододеяльник 1.5,Текстиль,3,1700,0
324,145S1RSDoW,Набор кастрюль,Посуда,3,3500,6
325,145S1RSDoW,Стакан синий,Посуда,5,220,0
326,14tNCIEMj1,Отвертка + мал,Инструменты,4,80,0
327,14tNCIEMj1,Бумага 100 листов,Канцтовары,5,600,0
328,14IrJc03ye,Пододеяльник 1,Текстиль,5,1500,0
329,14XxJppYTf,Бокорезы,Инструменты,5,300,0
330,14sarhMtJN,Малярный скотч,Канцтовары,5,60,0
331,14sarhMtJN,Крот средство от засоров,Бытовая химия,3,120,0
332,14bEYHkbEt,Ручка синяя,Канцтовары,4,50,0
333,14lB2ztAd5,Fairy моющее средство,Бытовая химия,1,150,0
334,141geP9IA2,Наволочка прямоугольная,Текстиль,3,650,0
335,141geP9IA2,Набор блюдец,Посуда,3,470,9
336,14ju3VfBPS,Простынь 1.5,Текстиль,1,1500,0
337,14ju3VfBPS,Полотенце бол,Текстиль,2,1100,0
338,14ojdiUKUk,Набор кастрюль,Посуда,1,3500,0
339,149imtzlXe,AOS моющее средство,Бытовая химия,4,130,11
340,149imtzlXe,Пододеяльник 2,Текстиль,2,2200,0
341,14nTwUBysn,Отвертка - мал,Инструменты,1,80,0
342,14nTwUBysn,Пододеяльник 2,Текстиль,3,2200,10
343,14eEoIDBHt,Бокорезы,Инструменты,4,300,0
344,14eEoIDBHt,Простынь 2,Текстиль,2,2100,2
345,14wZTcI5u4,Пододеяльник 1,Текстиль,4,1500,0
346,14NwMoMfIT,Канцелярский нож,Канцтовары,5,80,12
347,14BGi6hUk0,Comet чистящее средство,Бытовая химия,5,170,0
348,14zNYy8PrH,Простынь 1,Текстиль,5,1200,0
349,14zNYy8PrH,Крот средство от засоров,Бытовая химия,3,120,8
350,14EQp31mev,Ручка зеленая,Канцтовары,5,50,0
351,14EQp31mev,Простынь 2,Текстиль,5,2100,0
352,14DCdcQ4Do,Ручка синяя,Канцтовары,4,50,6
353,14DCdcQ4Do,Отвертка + мал,Инструменты,3,80,0
354,14VUSvSV4G,Ручка зеленая,Канцтовары,5,50,4
355,14sfNwpWIA,Полотенце мал,Текстиль,1,500,0
356,14sfNwpWIA,Ручка синяя,Канцтовары,2,50,0
357,14FLzCQek7,Пододеяльник 1.5,Текстиль,1,1700,0
358,14FLzCQek7,Простынь 1.5,Текстиль,3,1500,0
359,14RjoiqwKG,Бокорезы,Инструменты,4,300,1
360,14MUP40Pn5,Простынь 1,Текстиль,3,1200,0
361,14HeW4P1kz,Стакан синий,Посуда,3,220,0
362,14HeW4P1kz,Ручка красная,Канцтовары,3,50,8
363,148xa5fjC4,Канцелярский нож,Канцтовары,1,80,0
364,148xa5fjC4,Наволочка прямоугольная,Текстиль,2,650,2
365,148qUj6vao,Наволочка квадратная,Текстиль,1,600,9
366,14Xa256Jod,Fairy моющее средство,Бытовая химия,2,150,0
367,14UqW1cCsI,Стакан синий,Посуда,4,220,0
368,14ocFd2ppW,Набор блюдец,Посуда,3,470,0
369,14CeWszAx6,Стакан синий,Посуда,3,220,0
370,14kBFmXOrl,Наволочка квадратная,Текстиль,3,600,0
371,14kBFmXOrl,Отвертка + бол,Инструменты,5,130,0
372,14funtW7ks,Comet чистящее средство,Бытовая химия,4,170,0
373,14ahBGjLqU,Крот средство от засоров,Бытовая химия,5,120,0
374,14ahBGjLqU,Ручка синяя,Канцтовары,3,50,15
375,14tR4TJaLF,Наволочка прямоугольная,Текстиль,3,650,0
376,14tR4TJaLF,Плоскогубцы,Инструменты,4,320,0
377,14hZ2Ywh3H,AOS моющее средство,Бытовая химия,1,130,0
378,14K8sVY0O1,Пододеяльник 2,Текстиль,5,2200,0
379,14wOAPNuNN,Наволочка прямоугольная,Текстиль,5,650,0
380,14wOAPNuNN,Отвертка - мал,Инструменты,5,80,0
381,140S4rZo5y,Fairy моющее средство,Бытовая химия,4,150,1
382,143LKxXUs0,Отвертка + бол,Инструменты,1,130,6
383,143LKxXUs0,Отвертка - бол,Инструменты,4,130,0
384,14yL19xC9H,Бумага 100 листов,Канцтовары,1,600,0
385,1406sNmKnk,Полотенце мал,Текстиль,4,500,0
386,14pGA8bws8,Простынь 1,Текстиль,4,1200,0
387,14pLlAXHrt,Простынь 2,Текстиль,4,2100,7
388,14nifXD8oh,AOS моющее средство,Бытовая химия,5,130,0
389,14nifXD8oh,Простынь 1.5,Текстиль,2,1500,0
390,14MBhWVFMr,AOS моющее средство,Бытовая химия,5,130,0
391,14MBhWVFMr,Простынь 2,Текстиль,2,2100,5
392,14X1FdBpLx,Набор блюдец,Посуда,1,470,0
393,14X1FdBpLx,Полотенце бол,Текстиль,4,1100,0
394,14zTqSfw8Q,Пододеяльник 2,Текстиль,2,2200,0
395,14s9C6ZHYV,Пододеяльник 1,Текстиль,1,1500,0
396,140Q5Wq2WA,Наволочка квадратная,Текстиль,5,600,0
397,141nYFNfoQ,Простынь 1,Текстиль,2,1200,12
398,141nYFNfoQ,Канцелярский нож,Канцтовары,4,80,2
399,14niW97ur7,Набор блюдец,Посуда,4,470,4
400,14dOW01fMu,Отвертка - бол,Инструменты,5,130,0
401,14n5EdSldx,Наволочка квадратная,Текстиль,1,600,0
402,14n5EdSldx,Набор кастрюль,Посуда,2,3500,0
403,14X5cWB1I4,Тарелка бол,Посуда,4,220,14
404,14pY8KjYbu,Отвертка - мал,Инструменты,1,80,2
405,14pY8KjYbu,Простынь 1.5,Текстиль,3,1500,0
406,14GSNJGNBB,Плоскогубцы,Инструменты,5,320,11
407,14GSNJGNBB,Бокорезы,Инструменты,1,300,0
408,14uh9BFkae,Наволочка квадратная,Текстиль,2,600,0
409,14R0vMKbd3,Тарелка мал,Посуда,5,150,0
410,141UsKrfm8,Отвертка - мал,Инструменты,4,80,0
411,141UsKrfm8,Простынь 2,Текстиль,5,2100,8
412,14VYO3pip3,Плоскогубцы,Инструменты,1,320,4
413,14VYO3pip3,Простынь 2,Текстиль,4,2100,0
414,14RKG5mW36,Простынь 1.5,Текстиль,4,1500,3
415,14BSY1SnNX,Плоскогубцы,Инструменты,3,320,0
416,14BSY1SnNX,Бумага 100 листов,Канцтовары,1,600,0
417,14bGrWYIT5,Стакан черный,Посуда,5,220,0
418,149P2DJr9c,Набор кастрюль,Посуда,5,3500,0
419,149P2DJr9c,Отвертка - бол,Инструменты,2,130,0
420,14QBLaRdgG,Ручка синяя,Канцтовары,5,50,0
421,14QBLaRdgG,Канцелярский нож,Канцтовары,5,80,0
422,145RzCOpcK,Набор кастрюль,Посуда,4,3500,0
423,145RzCOpcK,Простынь 1,Текстиль,3,1200,0
